var1,var2,var3,var4,var5,qua_label
1,4,1,4,5,cold
5,4,5,2,2,cool
3,5,2,4,1,cold
4,5,5,5,1,cold
2,2,2,3,3,cool
5,3,5,1,3,cold
1,1,5,3,1,cold
1,5,3,3,3,cold
4,4,5,4,5,warm
1,1,1,3,2,cold
2,1,5,3,4,cold
3,3,5,4,5,moderate
5,1,4,5,2,cold
4,2,1,5,5,cold
3,5,1,1,5,cold
3,2,4,2,5,cool
1,3,5,4,2,cold
1,3,4,1,5,cold
5,5,2,1,5,cold
4,5,5,3,5,moderate
4,4,2,3,3,cool
2,2,3,2,5,cool
4,3,4,5,5,moderate
4,2,2,4,2,cool
3,1,1,2,3,cold
1,2,5,4,2,cold
4,2,4,3,2,cool
3,1,2,2,2,cold
4,4,1,5,2,cold
3,5,1,5,1,cold
3,1,1,5,3,cold
2,1,3,5,2,cold
5,2,4,2,2,cool
5,4,5,1,1,cold
3,5,3,2,2,cool
1,3,2,4,3,cold
5,4,5,2,3,cool
2,5,2,3,3,cool
3,2,5,3,2,cool
4,5,2,3,4,cool
1,2,5,4,2,cold
5,1,5,1,2,cold
4,4,2,3,1,cold
5,5,4,5,4,warm
2,3,2,2,5,cool
5,3,1,3,2,cold
3,3,1,5,4,cold
3,1,4,4,2,cold
5,2,1,1,2,cold
4,2,1,2,4,cold
2,5,5,3,3,cool
2,3,4,4,1,cold
3,5,1,2,3,cold
1,5,3,3,3,cold
4,4,2,2,3,cool
5,1,2,4,5,cold
1,1,3,3,4,cold
5,4,3,3,4,moderate
5,5,4,3,1,cold
5,5,4,3,1,cold
3,4,5,4,1,cold
4,5,5,4,1,cold
4,1,5,3,5,cold
2,5,4,1,1,cold
4,3,1,4,4,cold
1,1,3,3,5,cold
4,5,5,3,2,cool
3,4,4,4,3,moderate
2,3,5,1,5,cold
1,5,4,2,1,cold
1,3,5,5,3,cold
3,1,3,4,1,cold
3,3,1,5,4,cold
5,4,1,3,2,cold
3,2,3,1,1,cold
4,5,3,2,5,cool
2,3,4,2,5,cool
2,1,3,3,3,cold
2,1,3,2,2,cold
2,4,5,5,3,cool
1,1,1,5,5,cold
3,3,5,1,1,cold
4,5,4,5,3,moderate
5,2,4,2,5,cool
3,1,4,5,3,cold
3,2,3,4,5,cool
3,1,1,1,2,cold
1,5,5,4,2,cold
2,2,1,2,1,cold
4,2,2,1,4,cold
3,5,2,5,4,cool
2,3,3,1,3,cold
2,4,4,2,5,cool
2,2,5,3,4,cool
2,2,1,1,5,cold
5,2,3,3,4,cool
5,1,1,5,1,cold
3,3,4,1,1,cold
1,1,3,2,3,cold
4,2,2,2,2,cool
5,5,2,4,2,cool
1,1,3,5,4,cold
4,3,4,5,5,moderate
4,4,1,5,4,cold
3,3,2,3,3,cool
1,3,3,3,3,cold
4,4,1,2,1,cold
5,4,5,4,1,cold
2,2,3,5,3,cool
3,2,3,2,4,cool
3,3,4,5,5,moderate
1,5,3,5,1,cold
5,4,3,4,3,moderate
2,4,4,4,3,cool
3,5,3,4,4,moderate
1,5,3,2,2,cold
2,5,2,2,1,cold
1,5,4,2,2,cold
3,3,2,4,5,cool
1,3,4,5,5,cold
2,5,3,3,4,cool
4,1,1,2,3,cold
5,5,4,2,1,cold
3,4,1,4,5,cold
3,3,3,5,2,cool
1,5,5,4,1,cold
5,3,4,4,1,cold
4,1,5,1,4,cold
4,3,4,2,4,cool
2,1,5,5,4,cold
2,3,3,4,5,cool
3,4,5,1,2,cold
2,1,1,3,5,cold
5,3,3,1,4,cold
4,2,4,3,1,cold
4,5,5,1,1,cold
1,5,1,1,5,cold
1,3,2,5,4,cold
2,1,2,2,2,cold
3,5,2,5,1,cold
4,5,2,5,3,cool
4,4,2,2,1,cold
4,4,3,5,3,moderate
2,3,1,4,1,cold
3,5,3,2,3,cool
5,5,4,2,5,cool
5,1,2,5,3,cold
4,2,2,5,1,cold
1,5,4,2,1,cold
3,1,5,3,5,cold
1,1,1,2,1,cold
5,1,5,4,5,cold
3,2,4,1,5,cold
5,5,3,3,3,moderate
5,3,4,2,1,cold
2,5,1,1,1,cold
2,4,3,5,1,cold
5,2,4,5,1,cold
1,1,3,4,1,cold
5,1,4,2,1,cold
2,3,4,1,3,cold
2,4,1,1,2,cold
2,5,1,1,3,cold
1,5,3,5,2,cold
1,1,2,2,4,cold
3,3,2,2,5,cool
1,3,4,5,3,cold
2,4,3,3,5,cool
1,4,4,2,4,cold
2,1,2,4,1,cold
3,5,3,5,1,cold
4,5,3,5,1,cold
5,5,3,2,4,cool
3,3,4,2,5,cool
1,5,2,4,5,cold
1,1,4,5,3,cold
1,2,5,1,5,cold
5,5,1,4,1,cold
2,5,2,2,5,cool
5,4,3,3,4,moderate
2,1,1,1,4,cold
4,1,3,2,5,cold
2,2,1,2,4,cold
1,5,4,3,3,cold
4,2,1,5,5,cold
5,5,5,1,5,cold
2,2,1,2,3,cold
3,5,3,1,1,cold
5,1,5,5,5,cold
1,1,2,4,3,cold
2,1,5,3,4,cold
2,3,4,1,4,cold
4,1,3,3,1,cold
3,5,1,1,1,cold
2,5,3,2,5,cool
3,3,1,1,1,cold
1,2,3,5,3,cold
3,3,5,1,5,cold
5,4,3,4,2,cool
2,4,2,4,3,cool
1,3,2,3,3,cold
3,3,1,2,2,cold
1,2,2,1,3,cold
1,2,5,3,4,cold
5,3,3,2,3,cool
2,3,4,5,1,cold
2,3,1,3,1,cold
5,5,2,2,4,cool
4,2,1,1,1,cold
3,1,4,3,2,cold
5,5,1,5,4,cold
4,3,2,1,5,cold
5,3,3,5,3,moderate
3,1,4,1,5,cold
2,4,2,2,1,cold
5,5,1,1,2,cold
3,2,3,4,4,cool
2,5,2,5,5,cool
2,5,2,5,2,cool
3,4,2,2,5,cool
4,4,2,2,4,cool
2,5,4,1,3,cold
1,4,3,4,1,cold
2,4,3,3,3,cool
4,2,1,5,3,cold
5,1,5,1,4,cold
4,4,5,2,4,cool
4,1,5,3,1,cold
2,4,3,1,2,cold
3,2,4,5,3,cool
5,1,5,2,1,cold
5,4,3,4,1,cold
5,2,2,1,2,cold
5,5,4,1,3,cold
1,4,5,2,2,cold
3,3,1,2,3,cold
3,3,2,3,3,cool
5,5,5,5,2,cool
2,2,3,1,2,cold
3,5,3,5,5,moderate
3,4,1,1,2,cold
4,3,1,5,4,cold
3,4,3,5,2,cool
2,1,2,2,2,cold
2,3,3,4,1,cold
2,4,3,5,4,cool
4,3,1,5,1,cold
5,2,1,3,3,cold
3,2,1,4,1,cold
3,4,2,3,4,cool
4,4,2,3,5,cool
1,3,5,1,4,cold
4,5,5,1,4,cold
2,1,1,2,2,cold
4,1,4,4,3,cold
2,1,4,4,5,cold
2,1,4,2,5,cold
5,1,4,1,3,cold
3,3,5,3,2,cool
1,2,3,3,1,cold
5,4,2,5,2,cool
1,2,1,4,3,cold
4,3,5,3,5,moderate
1,2,2,1,4,cold
4,4,5,4,4,warm
1,4,2,1,2,cold
1,5,3,1,4,cold
2,3,3,1,1,cold
2,5,4,4,3,cool
3,1,3,2,2,cold
4,1,5,1,5,cold
1,3,5,2,4,cold
1,3,2,1,3,cold
4,3,4,4,5,moderate
4,1,4,4,4,cold
3,4,2,3,1,cold
3,4,1,5,2,cold
2,2,5,1,4,cold
4,2,4,1,2,cold
2,3,4,2,1,cold
5,3,2,3,1,cold
5,3,1,3,4,cold
3,4,2,5,5,cool
2,5,2,3,4,cool
1,1,2,4,1,cold
5,4,3,3,1,cold
2,1,2,1,3,cold
2,4,2,5,2,cool
2,2,1,4,3,cold
5,5,2,2,1,cold
3,4,3,2,1,cold
4,5,2,1,3,cold
2,5,5,4,4,cool
5,2,5,1,2,cold
2,3,3,5,2,cool
2,5,5,1,3,cold
1,1,5,5,3,cold
1,2,1,2,4,cold
3,4,2,3,3,cool
4,3,2,5,1,cold
2,1,4,3,3,cold
4,5,4,2,5,cool
4,2,4,3,1,cold
5,1,2,4,4,cold
4,1,1,3,3,cold
4,3,2,5,5,cool
1,4,3,4,4,cold
5,4,4,2,5,cool
4,4,2,5,2,cool
2,3,4,3,5,cool
1,1,4,2,2,cold
3,4,2,1,1,cold
1,5,1,2,2,cold
4,1,5,3,1,cold
2,2,2,4,3,cool
1,2,3,4,5,cold
4,4,2,3,3,cool
3,1,2,2,3,cold
1,4,2,3,5,cold
4,4,3,2,3,cool
4,2,5,2,4,cool
3,2,5,1,1,cold
5,2,3,3,1,cold
5,1,4,4,3,cold
5,2,3,4,1,cold
2,5,1,5,2,cold
5,5,3,3,5,moderate
1,1,5,4,3,cold
4,5,1,5,2,cold
3,3,4,3,3,moderate
3,4,1,2,1,cold
2,4,5,1,5,cold
1,5,1,4,2,cold
3,1,5,3,4,cold
2,3,4,4,1,cold
2,1,5,3,4,cold
1,5,2,4,1,cold
4,4,5,3,1,cold
4,1,4,1,5,cold
4,1,1,3,1,cold
3,5,5,2,2,cool
1,5,3,3,3,cold
5,3,4,5,1,cold
1,3,4,2,3,cold
1,5,2,4,3,cold
4,2,4,5,4,cool
1,4,4,3,5,cold
4,4,4,1,5,cold
2,3,5,1,2,cold
5,5,5,3,4,moderate
2,4,1,2,4,cold
3,4,4,3,4,moderate
4,3,1,3,1,cold
4,3,3,5,1,cold
3,4,3,4,2,cool
2,1,2,1,3,cold
1,2,2,4,4,cold
2,5,4,1,2,cold
5,2,1,3,2,cold
2,2,5,3,4,cool
3,5,1,4,4,cold
3,2,3,2,2,cool
3,4,4,1,3,cold
3,4,2,5,1,cold
2,5,1,1,3,cold
1,4,1,3,3,cold
3,5,1,4,2,cold
3,5,4,5,5,moderate
1,5,2,3,5,cold
2,4,2,5,3,cool
2,4,2,3,3,cool
5,1,1,5,2,cold
3,3,3,1,2,cold
2,2,2,4,5,cool
4,1,3,4,2,cold
1,4,5,1,4,cold
2,3,4,2,1,cold
1,5,2,5,4,cold
4,3,2,1,1,cold
3,4,5,3,4,moderate
3,5,5,3,4,moderate
2,5,2,1,5,cold
5,2,3,5,2,cool
3,2,2,1,4,cold
2,3,3,1,1,cold
4,2,3,1,5,cold
2,5,1,2,4,cold
3,5,2,1,2,cold
2,2,2,3,3,cool
2,2,1,1,4,cold
5,5,1,4,5,cold
3,4,2,5,2,cool
4,2,3,4,3,cool
5,3,1,2,3,cold
4,2,5,5,4,cool
2,5,3,4,1,cold
4,1,3,2,3,cold
2,1,5,1,4,cold
2,4,2,4,3,cool
3,4,1,5,3,cold
4,3,5,1,4,cold
1,1,3,1,4,cold
2,5,4,5,4,cool
1,4,2,3,4,cold
3,3,1,4,4,cold
2,4,3,3,3,cool
4,3,3,2,5,cool
3,4,3,4,1,cold
1,2,3,1,3,cold
4,1,2,4,4,cold
4,4,3,2,1,cold
1,5,3,1,2,cold
5,2,5,4,1,cold
1,3,3,1,3,cold
5,3,2,5,1,cold
1,4,5,4,1,cold
5,4,3,5,4,moderate
2,4,5,3,2,cool
4,3,3,4,2,cool
2,5,3,3,1,cold
3,5,4,2,4,cool
2,5,4,4,1,cold
2,2,5,3,1,cold
2,2,1,2,2,cold
5,5,1,5,4,cold
4,3,2,5,5,cool
2,1,1,4,2,cold
5,5,5,2,2,cool
3,5,2,1,5,cold
5,2,1,2,3,cold
1,1,1,1,1,cold
4,5,3,1,1,cold
3,1,5,2,5,cold
1,3,4,2,3,cold
5,2,2,4,5,cool
4,2,2,3,1,cold
5,5,1,5,5,cold
1,1,1,5,5,cold
4,5,2,5,3,cool
1,1,2,5,1,cold
4,2,1,1,2,cold
5,2,3,2,3,cool
5,5,3,4,1,cold
5,4,1,5,2,cold
5,1,4,5,1,cold
1,4,5,4,2,cold
2,2,2,4,1,cold
3,2,1,2,4,cold
1,3,4,5,3,cold
2,5,2,3,4,cool
4,1,4,2,5,cold
4,4,5,1,4,cold
3,2,5,5,2,cool
5,1,1,5,5,cold
2,5,2,5,2,cool
1,3,2,5,4,cold
2,5,4,2,2,cool
1,4,1,5,5,cold
3,2,1,3,5,cold
2,4,5,2,2,cool
4,2,1,1,1,cold
2,4,2,5,4,cool
2,4,3,3,1,cold
4,3,5,5,4,moderate
2,2,5,4,2,cool
5,5,5,5,4,warm
5,1,5,2,5,cold
4,3,5,5,4,moderate
4,2,3,5,4,cool
4,5,4,5,1,cold
2,3,2,5,3,cool
5,5,2,3,1,cold
3,1,3,3,3,cold
5,4,5,3,4,moderate
4,3,5,4,4,moderate
3,4,5,3,2,cool
2,1,1,1,2,cold
2,3,1,4,4,cold
1,3,1,3,3,cold
2,1,1,5,4,cold
5,1,2,3,5,cold
1,3,2,4,3,cold
5,4,4,1,5,cold
4,5,1,5,2,cold
1,3,4,3,3,cold
1,1,5,4,5,cold
1,4,4,3,5,cold
4,3,4,1,5,cold
1,4,4,4,5,cold
1,1,1,2,5,cold
3,4,3,4,2,cool
2,2,3,2,4,cool
2,4,1,1,5,cold
1,2,2,3,2,cold
5,4,3,1,3,cold
2,3,2,1,5,cold
4,5,4,4,5,warm
4,4,4,5,5,warm
2,1,3,2,2,cold
5,1,3,5,2,cold
1,5,5,1,1,cold
1,5,2,1,3,cold
3,2,5,5,3,cool
2,3,1,1,4,cold
1,3,5,5,4,cold
1,2,1,2,5,cold
2,4,4,1,1,cold
4,5,4,2,1,cold
1,5,5,5,4,cold
2,1,2,5,2,cold
3,3,2,4,4,cool
3,3,3,3,4,moderate
3,5,4,3,1,cold
5,2,2,4,4,cool
1,1,1,2,4,cold
3,4,5,1,5,cold
3,5,2,1,5,cold
4,1,2,1,4,cold
2,3,2,3,5,cool
5,3,2,1,5,cold
2,2,4,4,5,cool
4,2,1,4,1,cold
1,1,3,2,4,cold
2,5,5,2,2,cool
3,5,4,4,3,moderate
4,4,4,3,5,moderate
4,4,4,5,2,cool
4,2,4,4,3,cool
5,1,3,5,2,cold
1,3,4,1,4,cold
1,3,5,5,3,cold
2,2,2,2,2,cool
5,3,3,1,5,cold
4,5,1,5,1,cold
2,5,5,2,5,cool
1,4,2,4,1,cold
4,5,5,4,2,cool
2,3,1,1,2,cold
4,2,5,1,4,cold
5,3,5,4,4,moderate
5,3,5,4,2,cool
5,4,2,2,1,cold
3,4,2,5,1,cold
4,5,1,1,5,cold
5,1,4,2,5,cold
5,4,1,4,5,cold
5,4,1,1,5,cold
4,3,2,3,2,cool
2,2,4,3,1,cold
4,5,4,3,4,moderate
4,5,2,3,2,cool
3,2,1,1,3,cold
1,1,4,4,2,cold
5,3,4,5,4,moderate
1,4,5,1,2,cold
5,5,3,1,2,cold
5,4,1,4,5,cold
4,3,5,3,4,moderate
1,5,5,2,4,cold
2,1,1,5,5,cold
3,3,1,2,1,cold
4,1,2,1,1,cold
1,2,4,3,1,cold
2,5,1,3,4,cold
3,4,1,4,4,cold
4,5,1,1,3,cold
2,2,5,5,4,cool
5,2,5,4,2,cool
3,3,2,4,3,cool
4,2,1,3,2,cold
3,4,2,5,5,cool
2,5,5,5,4,cool
5,5,1,2,5,cold
4,5,1,5,5,cold
4,3,5,5,1,cold
5,2,5,1,3,cold
5,2,1,1,2,cold
5,3,1,5,1,cold
5,4,2,3,4,cool
5,1,1,1,3,cold
3,1,3,4,2,cold
4,5,4,1,1,cold
1,4,3,2,4,cold
5,5,4,5,4,warm
5,3,5,1,5,cold
1,3,1,4,5,cold
2,3,5,2,1,cold
3,3,4,4,3,moderate
1,2,1,4,2,cold
2,4,5,2,4,cool
1,5,4,2,2,cold
4,4,5,5,3,moderate
5,3,5,3,5,moderate
5,4,3,3,3,moderate
4,2,5,2,1,cold
4,4,5,2,5,cool
5,4,4,2,5,cool
1,2,4,1,1,cold
1,3,2,5,5,cold
1,2,2,4,4,cold
3,3,4,2,2,cool
1,3,2,2,1,cold
5,1,3,2,3,cold
4,3,3,3,1,cold
1,3,1,2,2,cold
2,4,2,4,3,cool
3,1,4,2,5,cold
3,1,1,4,5,cold
3,5,2,3,2,cool
3,3,4,4,5,moderate
3,5,4,1,3,cold
1,5,5,4,1,cold
1,3,5,1,3,cold
5,3,4,2,3,cool
1,1,1,4,3,cold
4,2,2,1,4,cold
2,1,2,5,5,cold
2,2,4,1,3,cold
3,5,5,2,4,cool
2,4,3,5,5,cool
4,4,5,2,2,cool
3,2,4,2,3,cool
5,1,4,1,1,cold
2,2,4,5,3,cool
3,2,2,1,2,cold
4,3,4,4,2,cool
1,1,3,1,2,cold
3,1,4,5,4,cold
5,1,5,5,2,cold
5,5,3,1,1,cold
4,1,4,4,5,cold
4,2,4,4,4,cool
5,5,4,4,1,cold
1,1,4,4,2,cold
3,4,3,1,5,cold
1,5,2,2,2,cold
1,4,3,1,5,cold
3,3,3,5,3,moderate
2,3,4,5,2,cool
4,1,2,2,1,cold
4,4,2,1,1,cold
2,4,2,2,1,cold
4,4,1,1,4,cold
1,4,5,5,2,cold
3,4,2,5,5,cool
3,3,5,2,5,cool
3,2,2,1,5,cold
5,3,1,2,1,cold
2,4,5,1,1,cold
1,1,3,2,1,cold
1,1,5,2,4,cold
5,1,3,2,3,cold
3,5,1,4,5,cold
2,4,1,4,1,cold
2,4,2,3,1,cold
1,1,3,4,1,cold
3,1,3,2,3,cold
4,2,1,1,1,cold
1,3,3,4,1,cold
3,3,5,1,4,cold
3,1,5,2,5,cold
5,5,2,1,3,cold
1,3,1,3,3,cold
5,1,5,1,1,cold
3,4,3,5,5,moderate
1,4,3,3,5,cold
2,2,1,2,4,cold
2,4,4,5,3,cool
5,5,5,2,2,cool
3,3,2,3,2,cool
1,4,3,2,5,cold
1,5,3,5,4,cold
5,2,5,5,2,cool
3,3,3,4,3,moderate
5,1,5,1,2,cold
3,2,1,2,1,cold
2,2,5,5,1,cold
1,3,5,5,4,cold
4,2,1,4,5,cold
2,1,3,3,1,cold
3,1,1,2,2,cold
1,3,1,4,4,cold
5,2,2,2,4,cool
5,3,4,3,4,moderate
5,2,5,2,3,cool
4,4,5,5,1,cold
2,1,4,1,4,cold
5,4,5,1,1,cold
5,2,3,1,2,cold
1,2,2,1,1,cold
2,3,4,3,3,cool
4,1,2,2,3,cold
5,1,3,1,4,cold
2,4,5,4,2,cool
4,3,3,5,1,cold
5,3,2,1,5,cold
3,2,1,5,2,cold
5,1,5,5,1,cold
5,2,4,4,2,cool
1,3,2,3,4,cold
5,1,3,5,2,cold
5,5,1,4,4,cold
3,5,4,5,4,moderate
1,4,3,5,1,cold
5,1,4,1,2,cold
3,3,5,3,4,moderate
3,4,5,5,4,moderate
3,2,2,4,3,cool
3,5,5,1,2,cold
5,5,4,2,5,cool
3,2,1,5,4,cold
1,3,5,4,3,cold
1,2,1,5,1,cold
3,2,5,3,4,cool
1,3,1,1,4,cold
2,4,1,3,1,cold
1,4,1,1,2,cold
2,3,5,1,1,cold
4,1,5,2,4,cold
3,3,1,2,4,cold
2,4,2,4,2,cool
4,4,2,5,4,cool
4,5,3,4,2,cool
1,2,5,5,3,cold
2,5,4,4,2,cool
2,1,3,3,4,cold
3,4,4,2,4,cool
4,3,1,2,1,cold
2,3,2,5,5,cool
2,4,3,2,1,cold
2,5,2,1,5,cold
1,2,2,2,5,cold
5,3,2,4,5,cool
5,3,4,5,5,moderate
3,4,3,1,5,cold
5,2,4,2,1,cold
4,4,4,3,3,moderate
3,5,2,1,4,cold
4,1,3,5,1,cold
1,4,1,1,4,cold
1,2,1,2,5,cold
4,4,2,4,2,cool
5,4,2,5,2,cool
4,2,2,4,5,cool
4,2,4,3,5,cool
1,4,3,4,3,cold
1,5,3,4,1,cold
5,5,2,1,4,cold
3,4,1,5,1,cold
4,3,3,5,3,moderate
2,3,4,2,2,cool
4,5,1,5,5,cold
1,3,2,3,3,cold
1,2,1,1,5,cold
4,2,1,3,5,cold
4,4,5,2,3,cool
5,3,1,1,3,cold
2,4,3,1,5,cold
1,4,3,1,3,cold
5,1,4,1,3,cold
2,4,5,5,3,cool
2,1,3,4,2,cold
4,1,5,1,5,cold
4,3,3,2,4,cool
4,1,3,1,2,cold
1,4,4,4,1,cold
3,5,3,2,5,cool
1,4,4,2,5,cold
2,1,2,3,1,cold
2,1,3,2,5,cold
5,3,3,2,1,cold
2,4,3,4,1,cold
2,3,4,2,4,cool
2,3,4,5,5,cool
2,2,4,2,5,cool
4,2,1,1,1,cold
1,2,3,3,4,cold
2,5,3,5,4,cool
4,5,3,2,2,cool
1,2,2,1,2,cold
5,1,4,5,5,cold
2,2,4,4,4,cool
2,5,2,3,5,cool
2,2,5,2,1,cold
3,4,5,1,5,cold
4,2,5,4,5,cool
5,2,5,5,4,cool
2,2,1,1,3,cold
2,1,3,2,1,cold
4,1,1,5,1,cold
2,1,2,1,2,cold
3,1,5,2,2,cold
4,4,4,4,2,cool
4,5,2,1,3,cold
5,2,1,1,2,cold
1,1,2,3,2,cold
4,3,5,2,5,cool
4,3,2,1,5,cold
5,4,2,4,5,cool
4,2,4,3,4,cool
1,2,1,3,4,cold
3,5,3,1,5,cold
4,4,5,2,3,cool
1,3,1,2,3,cold
1,3,1,2,4,cold
4,2,1,5,1,cold
2,5,5,4,2,cool
1,2,3,4,2,cold
5,4,2,3,4,cool
5,3,1,5,3,cold
2,4,4,5,1,cold
3,4,1,5,5,cold
1,5,4,2,2,cold
1,1,4,3,4,cold
4,5,3,2,5,cool
5,3,1,2,5,cold
1,2,4,5,2,cold
1,1,5,1,5,cold
2,4,5,2,2,cool
2,5,5,2,3,cool
1,3,5,2,3,cold
1,5,5,4,4,cold
5,4,4,2,2,cool
3,5,3,3,4,moderate
1,5,3,2,5,cold
3,5,4,5,5,moderate
4,3,3,5,1,cold
4,4,4,2,4,cool
1,5,4,3,3,cold
5,3,4,4,4,moderate
2,5,5,1,5,cold
2,4,4,5,4,cool
3,2,4,1,5,cold
2,2,3,1,3,cold
5,5,1,4,1,cold
1,2,3,5,5,cold
4,3,3,5,3,moderate
5,1,1,2,3,cold
5,3,4,2,4,cool
2,2,3,1,2,cold
5,5,1,4,1,cold
1,4,3,3,5,cold
4,3,3,2,4,cool
3,1,2,5,5,cold
4,1,3,4,4,cold
2,4,5,4,2,cool
2,5,3,4,1,cold
2,4,3,3,4,cool
5,3,2,1,4,cold
4,3,4,5,1,cold
3,4,2,5,4,cool
5,2,4,3,5,cool
4,2,2,5,1,cold
4,3,4,3,1,cold
4,3,5,1,3,cold
4,3,5,1,2,cold
5,1,2,3,4,cold
4,1,4,5,5,cold
4,3,2,5,5,cool
3,4,3,2,5,cool
2,2,2,3,3,cool
5,2,5,3,2,cool
5,3,4,4,3,moderate
3,4,5,3,1,cold
1,1,1,3,4,cold
1,2,1,1,5,cold
1,1,1,3,4,cold
5,4,4,3,5,moderate
3,2,3,4,2,cool
3,2,2,4,1,cold
1,5,1,1,1,cold
1,3,5,3,4,cold
5,4,3,2,2,cool
5,4,3,2,2,cool
1,2,4,5,3,cold
5,4,4,3,3,moderate
3,4,2,1,3,cold
5,2,2,4,3,cool
3,3,3,5,4,moderate
4,4,3,3,2,cool
2,4,4,5,5,cool
3,3,2,2,4,cool
4,4,4,5,5,warm
3,4,4,5,5,moderate
4,2,5,3,2,cool
2,4,5,2,2,cool
2,5,5,2,4,cool
5,4,1,5,3,cold
3,4,1,4,3,cold
1,5,2,1,5,cold
5,3,3,5,4,moderate
3,4,3,3,3,moderate
2,3,1,1,3,cold
2,5,5,5,3,cool
3,4,2,4,3,cool
1,4,1,1,3,cold
1,4,5,4,4,cold
1,3,1,5,4,cold
5,2,4,1,5,cold
2,5,2,5,1,cold
5,5,5,1,3,cold
1,5,4,3,5,cold
5,3,4,3,3,moderate
2,5,4,2,2,cool
1,5,4,1,2,cold
3,5,1,4,4,cold
2,2,5,4,4,cool
1,4,2,2,2,cold
4,2,4,2,3,cool
5,5,3,5,3,moderate
5,5,3,1,3,cold
2,3,4,2,3,cool
2,4,5,2,5,cool
5,3,4,4,4,moderate
3,2,5,2,5,cool
4,4,3,1,1,cold
3,1,2,2,5,cold
3,5,4,5,3,moderate
4,3,4,3,5,moderate
1,2,3,5,4,cold
1,1,3,3,5,cold
1,4,3,2,1,cold
4,5,3,4,2,cool
1,2,4,3,2,cold
5,1,2,1,3,cold
4,4,5,1,5,cold
1,4,4,2,3,cold
5,1,5,4,2,cold
1,5,1,3,2,cold
3,3,5,2,5,cool
4,3,4,5,5,moderate
5,5,3,4,4,moderate
1,4,2,3,5,cold
5,3,5,2,2,cool
1,2,2,1,2,cold
4,2,4,2,5,cool
5,4,5,2,1,cold
3,3,3,1,2,cold
5,4,5,2,4,cool
4,4,4,5,4,warm
4,2,1,1,5,cold
1,1,2,4,1,cold
4,2,1,4,2,cold
2,2,1,1,3,cold
2,5,2,4,3,cool
3,5,2,5,1,cold
2,1,4,2,4,cold
2,2,4,3,2,cool
5,4,4,1,4,cold
2,1,5,1,5,cold
5,1,5,1,2,cold
5,3,2,3,4,cool
1,1,4,3,5,cold
3,5,4,3,3,moderate
3,4,5,1,4,cold
3,2,3,1,2,cold
2,2,2,1,4,cold
5,2,4,4,5,cool
5,4,5,2,5,cool
1,4,3,3,1,cold
5,5,2,3,2,cool
1,5,4,1,1,cold
3,4,5,4,5,moderate
3,4,3,2,4,cool
1,2,1,1,5,cold
4,3,5,1,2,cold
2,2,5,1,3,cold
4,4,4,4,5,warm
1,5,3,3,5,cold
2,3,4,2,5,cool
2,4,5,5,2,cool
4,1,3,2,2,cold
3,3,4,3,1,cold
1,1,1,4,3,cold
4,4,3,2,1,cold
1,2,4,4,4,cold
3,5,4,1,5,cold
4,2,5,4,3,cool
1,5,1,3,5,cold
2,5,3,4,3,cool
3,1,5,2,5,cold
3,3,2,2,5,cool
2,2,4,3,5,cool
5,5,4,4,2,cool
2,2,3,1,2,cold
4,3,3,1,5,cold
1,5,1,2,4,cold
3,2,3,5,2,cool
3,4,2,2,1,cold
2,3,3,1,3,cold
2,3,1,5,5,cold
2,4,2,4,3,cool
1,1,5,1,3,cold
3,4,2,4,5,cool
3,1,2,4,2,cold
2,1,1,4,3,cold
1,3,4,3,3,cold
4,5,3,4,4,moderate
3,2,3,2,1,cold
5,4,3,4,2,cool
4,2,1,2,1,cold
2,3,1,4,2,cold
2,3,4,5,3,cool
3,5,1,5,2,cold
1,5,4,5,3,cold
3,4,2,4,5,cool
4,2,4,5,4,cool
3,5,3,3,3,moderate
3,2,2,5,1,cold
5,3,4,3,5,moderate
5,5,4,1,2,cold
2,3,4,4,3,cool
5,5,4,5,1,cold
1,3,2,2,4,cold
5,4,1,3,1,cold
1,3,5,4,5,cold
4,4,5,5,4,warm
5,4,2,1,3,cold
1,4,5,3,1,cold
2,2,1,2,2,cold
2,4,1,1,4,cold
1,3,4,3,2,cold
1,4,1,3,3,cold
4,3,5,2,4,cool
5,5,1,4,1,cold
5,5,4,1,3,cold
1,5,1,2,4,cold
3,2,5,5,4,cool
5,5,5,4,2,cool
1,1,5,2,5,cold
5,1,3,5,5,cold
4,4,2,1,1,cold
4,1,2,5,4,cold
1,3,4,1,1,cold
5,2,1,5,2,cold
2,3,3,3,2,cool
1,4,4,1,2,cold
5,4,4,3,5,moderate
3,5,1,5,3,cold
5,5,5,1,5,cold
5,5,2,3,1,cold
4,2,2,2,3,cool
1,2,5,4,1,cold
1,5,4,2,5,cold
4,4,1,4,3,cold
2,4,5,2,4,cool
3,2,4,5,2,cool
2,1,5,2,4,cold
2,2,2,5,4,cool
4,4,5,4,4,warm
2,5,4,2,4,cool
3,1,1,1,3,cold
2,2,1,4,1,cold
1,5,1,4,1,cold
2,5,1,2,2,cold
4,4,4,1,4,cold
4,2,2,1,4,cold
4,4,1,5,4,cold
2,4,5,3,1,cold
1,5,3,2,3,cold
5,3,3,1,3,cold
1,2,5,2,4,cold
4,2,4,3,5,cool
3,3,5,5,2,cool
2,1,2,3,4,cold
2,3,1,3,2,cold
5,5,5,3,4,moderate
5,4,5,4,3,moderate
5,5,5,1,2,cold
